order_id,customer_id,order_date,order_time,delivered_date,delivered_time,delivery_address,driver_id,total_price,delivery_fee,discount,final_price,order_rating
17481,4908,7/13/2022 0:00,17:59:00,7/13/2022,18:18:00,3 Washington Avenue,35,6,5,0.6000000000000001,10.4,3.006809666510509
17482,8569,7/13/2022 0:00,18:00:00,7/13/2022,18:19:00,33 Fairview Avenue,49,27,2.5,5.4,24.1,2.3676539190002512
17483,1307,7/13/2022 0:00,18:02:00,7/13/2022,18:22:00,50 Mainview Avenue,46,144,0,28.8,115.2,5
17484,9724,7/13/2022 0:00,18:04:00,7/13/2022,18:29:00,38 Kingston Way,108,16,5,1.6,19.4,4.802760160328496
17485,524,7/13/2022 0:00,18:10:00,7/13/2022,18:30:00,47 Greystone Terrace,202,6,5,0.6000000000000001,10.4,3.53144044658528
17486,3570,7/13/2022 0:00,18:17:00,7/13/2022,18:36:00,69 Fairmount Road,24,33,0,6.6000000000000005,26.4,5
17487,2057,7/13/2022 0:00,18:20:00,7/13/2022,18:36:00,33 Ridgewood Road,211,100,0,10,90,4.743209256354101
17488,2179,7/13/2022 0:00,18:22:00,7/13/2022,18:40:00,53 Maplewood Drive,34,34,0,3.4000000000000004,30.6,2.0682731414631954
17489,6952,7/13/2022 0:00,18:24:00,7/13/2022,18:41:00,79 Oakdale Court,140,16,5,1.6,19.4,4.621036773557659
17490,443,7/13/2022 0:00,18:24:00,7/13/2022,18:43:00,77 Oakwood Lane,49,9,5,0,14,5
17491,571,7/13/2022 0:00,18:28:00,7/13/2022,18:46:00,42 Eastwood Drive,187,6,5,0,11,4.36966639915579
17492,1314,7/13/2022 0:00,18:29:00,7/13/2022,18:53:00,24 Parkview Avenue,223,8,5,0,13,3.052687332316056
17493,8640,7/13/2022 0:00,18:33:00,7/13/2022,18:55:00,49 Elm Street,125,150,0,30,120,3.46051341829198
17494,7523,7/13/2022 0:00,18:35:00,7/13/2022,18:57:00,34 Grove Street,122,36,0,7.2,28.8,2.716602236736426
17495,7176,7/13/2022 0:00,18:36:00,7/13/2022,18:57:00,63 Maplewood Drive,51,7,5,0,12,2.73267913258705
17496,2617,7/13/2022 0:00,18:37:00,7/13/2022,18:58:00,31 Maple Lane,242,7,5,0,12,5
17497,8465,7/13/2022 0:00,18:38:00,7/13/2022,18:58:00,63 Cedar Court,3,7,5,0,12,3.4316271192103778
17498,2679,7/13/2022 0:00,18:41:00,7/13/2022,19:02:00,61 Linden Avenue,179,15,5,0,20,2.142724623466583
17499,7079,7/13/2022 0:00,18:44:00,7/13/2022,19:03:00,28 Parkside Lane,152,50,0,0,50,3.556380321582455
17500,3908,7/13/2022 0:00,18:46:00,7/13/2022,19:04:00,35 Parkview Avenue,107,12,5,2.4000000000000004,14.6,3.839891531776453
17501,8857,7/13/2022 0:00,18:46:00,7/13/2022,19:07:00,40 Yorktown Road,151,30,0,6,24,3.662281895144746
17502,3308,7/13/2022 0:00,18:49:00,7/13/2022,19:08:00,41 Parkview Avenue,213,7,5,0,12,5
17503,5263,7/13/2022 0:00,18:59:00,7/13/2022,19:29:00,63 Cherry Hill Road,35,7,5,0,12,1.9203393517535448
17504,1834,7/13/2022 0:00,19:00:00,7/13/2022,19:30:00,27 Linden Avenue,28,16,5,0,21,3.365318835293436
17505,7674,7/13/2022 0:00,19:04:00,7/13/2022,19:31:00,69 Northview Road,57,24,3,4.800000000000001,22.2,5
17506,1199,7/13/2022 0:00,19:08:00,7/13/2022,19:34:00,60 Willow Street,247,6,5,0.6000000000000001,10.4,4.596607893107201
17507,4775,7/13/2022 0:00,19:09:00,7/13/2022,19:35:00,51 Pinehurst Road,196,12,5,0,17,4.829896344384862
17508,5428,7/13/2022 0:00,19:19:00,7/13/2022,19:37:00,79 Northview Road,197,18,5,1.8,21.2,4.630044359973248
17509,6998,7/13/2022 0:00,19:19:00,7/13/2022,19:39:00,41 Hillcrest Road,57,150,0,30,120,3.137129037674235
17510,4746,7/13/2022 0:00,19:22:00,7/13/2022,19:40:00,43 Magnoli,86,18,5,1.8,21.2,4.301582372424663
17511,8603,7/13/2022 0:00,19:33:00,7/13/2022,19:54:00,15 Lincoln Circle,84,50,0,0,50,4.034580037946514
17512,9247,7/13/2022 0:00,19:35:00,7/13/2022,19:54:00,46 Pinehurst Road,70,14,5,1.4,17.6,2.250592370922567
17513,7737,7/13/2022 0:00,19:36:00,7/13/2022,19:55:00,76 Locust Street,91,8,5,0,13,5
17514,1483,7/13/2022 0:00,19:37:00,7/13/2022,19:55:00,17 Pinehurst Road,202,28,2.5,2.8000000000000003,27.7,1.804159655782556
17515,9354,7/13/2022 0:00,19:38:00,7/13/2022,19:56:00,58 Briarwood Court,101,18,5,1.8,21.2,4.777021249514247
17516,1359,7/13/2022 0:00,19:40:00,7/13/2022,19:57:00,7 Fairway Drive,208,10,5,1,14,2.682697021258625
17517,7933,7/13/2022 0:00,19:41:00,7/13/2022,19:59:00,4 Cedar Street,150,18,5,3.6,19.4,3.752351005274131
17518,8662,7/13/2022 0:00,19:46:00,7/13/2022,20:06:00,38 Eastlake Drive,105,8,5,0,13,4.16893136000078
17519,4733,7/13/2022 0:00,19:47:00,7/13/2022,20:08:00,17 Pineview Road,39,6,5,0.6000000000000001,10.4,2.705135564747541
17520,471,7/13/2022 0:00,19:51:00,7/13/2022,20:08:00,57 Birchwood Lane,161,24,3,2.4000000000000004,24.6,2.757090849133805
17521,3901,7/13/2022 0:00,19:52:00,7/13/2022,20:12:00,42 Brookdale Avenue,101,14,5,1.4,17.6,5
17522,1043,7/13/2022 0:00,19:52:00,7/13/2022,20:14:00,18 Elmwood Terrace,31,7,5,0,12,3.1367942292501896
17523,347,7/13/2022 0:00,19:53:00,7/13/2022,20:17:00,37 Linden Lane,60,16,5,1.6,19.4,2.1534208053289547
17524,3977,7/13/2022 0:00,20:11:00,7/13/2022,20:33:00,65 Broadview Avenue,113,4,5,0,9,4.411043845288949
17525,3754,7/13/2022 0:00,20:14:00,7/13/2022,20:36:00,24 Washington Avenue,44,9,5,1.8,12.2,3.2508451104365927
17526,2871,7/13/2022 0:00,20:21:00,7/13/2022,20:40:00,72 Fairview Avenue,139,33,0,6.6000000000000005,26.4,5
17527,3785,7/13/2022 0:00,20:32:00,7/13/2022,20:53:00,39 Cedar Lane,218,24,3,4.800000000000001,22.2,3.0820513682002395
17528,8831,7/13/2022 0:00,20:33:00,7/13/2022,20:56:00,1 Jefferson Street,204,14,5,0,19,2.766644238609103
17529,8003,7/13/2022 0:00,20:44:00,7/13/2022,21:01:00,20 Magnoli,246,39,0,7.800000000000001,31.2,4.294090683141824
17530,6366,7/13/2022 0:00,20:50:00,7/13/2022,21:04:00,3 Birch Lane,155,27,2.5,5.4,24.1,5
17531,6069,7/13/2022 0:00,20:51:00,7/13/2022,21:15:00,33 Longview Avenue,19,10,5,0,15,4.354714241598567
17532,615,7/13/2022 0:00,20:55:00,7/13/2022,21:17:00,39 Linden Lane,33,3,5,0,8,5
17533,2684,7/13/2022 0:00,20:59:00,7/13/2022,21:19:00,71 Parkside Lane,122,6,5,0.6000000000000001,10.4,3.577326297631646
17534,9498,7/13/2022 0:00,21:03:00,7/13/2022,21:30:00,17 Jefferson Avenue,31,50,0,0,50,3.94549756840074
17535,5590,7/13/2022 0:00,21:06:00,7/13/2022,21:32:00,67 Madison Court,113,18,5,1.8,21.2,5
17536,8495,7/13/2022 0:00,21:08:00,7/13/2022,21:37:00,58 Longview Avenue,82,6,5,0,11,3.45051247041246
17537,2644,7/13/2022 0:00,21:10:00,7/13/2022,21:37:00,49 Beech Street,136,45,0,9,36,4.834476991116718
17538,4652,7/13/2022 0:00,21:17:00,7/13/2022,21:39:00,53 Sunnyside Road,235,21,3,4.2,19.8,5
17539,659,7/13/2022 0:00,21:20:00,7/13/2022,21:39:00,16 Forest Drive,231,11,5,0,16,3.745400007719451
17540,5019,7/13/2022 0:00,21:22:00,7/13/2022,21:40:00,73 Valley View Road,229,52,0,5.2,46.8,4.783611278381404
17541,7288,7/13/2022 0:00,21:25:00,7/13/2022,21:45:00,6 Ridgeview Drive,175,21,3,4.2,19.8,2.116121932604255
17542,6060,7/13/2022 0:00,21:31:00,7/13/2022,21:48:00,39 Chestnut Street,154,16,5,1.6,19.4,2.2312644251156555
17543,3583,7/13/2022 0:00,21:35:00,7/13/2022,21:53:00,20 Fairview Avenue,163,7,5,0,12,2.4489435705349685
17544,8400,7/13/2022 0:00,21:35:00,7/13/2022,21:57:00,13 Jefferson Lane,216,18,5,3.6,19.4,5
17545,6378,7/13/2022 0:00,21:37:00,7/13/2022,22:02:00,20 Walnut Avenue,14,22,3,2.2,22.8,3.177533917855388
17546,5342,7/13/2022 0:00,21:38:00,7/13/2022,22:04:00,50 Vineyard Drive,215,150,0,30,120,4.62574627812631
17547,8978,7/13/2022 0:00,21:43:00,7/13/2022,22:06:00,38 Parkview Avenue,106,15,5,0,20,2.523394758474536
17548,3369,7/13/2022 0:00,21:52:00,7/13/2022,22:12:00,47 Birch Lane,75,36,0,7.2,28.8,5
17549,279,7/13/2022 0:00,21:57:00,7/13/2022,22:21:00,49 Lakeview Drive,170,24,3,4.800000000000001,22.2,4.291202620251566
17550,3793,7/14/2022 0:00,0:03:00,7/14/2022,0:24:00,71 Locust Lane,165,9,5,0,14,4.726452972859915
17551,2337,7/14/2022 0:00,0:04:00,7/14/2022,0:28:00,64 Madison Court,218,9,5,1.8,12.2,2.592858805137549
17552,9168,7/14/2022 0:00,0:04:00,7/14/2022,0:34:00,48 Eastlake Drive,181,8,5,0,13,5
17553,4449,7/14/2022 0:00,0:13:00,7/14/2022,0:37:00,76 Highland Road,62,34,0,0,34,3.7709926318606577
17554,9504,7/14/2022 0:00,0:13:00,7/14/2022,0:37:00,16 Jefferson Avenue,38,34,0,3.4000000000000004,30.6,3.878402788053773
17555,5269,7/14/2022 0:00,0:20:00,7/14/2022,0:44:00,75 Locust Lane,133,33,0,6.6000000000000005,26.4,3.063530233813769
17556,6850,7/14/2022 0:00,0:25:00,7/14/2022,0:44:00,65 Pine Street,157,9,5,1.8,12.2,5
17557,6560,7/14/2022 0:00,0:26:00,7/14/2022,0:44:00,63 Lakeview Drive,48,21,3,4.2,19.8,5
17558,7778,7/14/2022 0:00,0:28:00,7/14/2022,0:46:00,60 Cherrywood Drive,187,50,0,0,50,3.095940235719925
17559,9091,7/14/2022 0:00,0:30:00,7/14/2022,0:48:00,19 Maple Avenue,228,9,5,1.8,12.2,2.591043959764966
17560,7711,7/14/2022 0:00,0:38:00,7/14/2022,0:58:00,66 Hickory Lane,31,17,5,0,22,3.749247240069823
17561,2919,7/14/2022 0:00,0:39:00,7/14/2022,1:03:00,10 Washington Avenue,220,30,0,6,24,1.8652705374837264
17562,3854,7/14/2022 0:00,0:46:00,7/14/2022,1:05:00,27 Pineview Drive,27,9,5,1.8,12.2,3.647847881447407
17563,2013,7/14/2022 0:00,0:51:00,7/14/2022,1:13:00,34 Hillside Avenue,169,100,0,10,90,2.573341974190732
17564,3436,7/14/2022 0:00,0:56:00,7/14/2022,1:14:00,68 Elmwood Road,218,48,0,0,48,3.21541458210811
17565,6463,7/14/2022 0:00,0:57:00,7/14/2022,1:18:00,31 Valley Road,164,26,2.5,2.6,25.9,5
17566,7028,7/14/2022 0:00,1:03:00,7/14/2022,1:25:00,76 Sunnyside Avenue,61,14,5,1.4,17.6,3.818008853012123
17567,3274,7/14/2022 0:00,1:03:00,7/14/2022,1:26:00,49 Mainview Avenue,105,8,5,0,13,2.276942600909527
17568,3526,7/14/2022 0:00,1:04:00,7/14/2022,1:27:00,75 Maplewood Drive,199,8,5,0.8,12.2,2.6923870791127222
17569,3507,7/14/2022 0:00,1:12:00,7/14/2022,1:28:00,18 Sycamore Street,118,30,0,6,24,4.058837643505276
17570,1304,7/14/2022 0:00,1:16:00,7/14/2022,1:33:00,49 Newbury Way,133,100,0,10,90,2.1922434817332874
17571,1643,7/14/2022 0:00,1:22:00,7/14/2022,1:38:00,51 Brookside Avenue,103,72,0,7.2,64.8,3.847041640651719
17572,1266,7/14/2022 0:00,1:29:00,7/14/2022,1:47:00,27 Broad Street,200,18,5,1.8,21.2,2.703511736238472
17573,9145,7/14/2022 0:00,1:35:00,7/14/2022,2:00:00,78 Birchwood Lane,168,15,5,3,17,2.454713393623301
17574,251,7/14/2022 0:00,1:36:00,7/14/2022,2:00:00,46 Birchwood Lane,191,6,5,0,11,3.256594432176591
17575,3302,7/14/2022 0:00,1:36:00,7/14/2022,2:01:00,40 Briarwood Court,127,36,0,7.2,28.8,3.504383808148794
17576,6512,7/14/2022 0:00,1:45:00,7/14/2022,2:04:00,17 Oak Street,146,24,3,2.4000000000000004,24.6,5
17577,1159,7/14/2022 0:00,1:49:00,7/14/2022,2:07:00,64 Forest Avenue,159,24,3,2.4000000000000004,24.6,4.889564499491618
17578,2121,7/14/2022 0:00,1:50:00,7/14/2022,2:07:00,50 Longview Avenue,166,28,2.5,2.8000000000000003,27.7,2.5081411286325794
17579,9932,7/14/2022 0:00,1:51:00,7/14/2022,2:13:00,53 Birchwood Lane,87,39,0,7.800000000000001,31.2,3.222144002006269
17580,3195,7/14/2022 0:00,1:53:00,7/14/2022,2:14:00,4 Mainview Avenue,142,6,5,0,11,2.2214893859935496
17581,50,7/14/2022 0:00,2:05:00,7/14/2022,2:21:00,14 Lakeview Drive,224,3,5,0,8,3.6741466344497473
17582,2644,7/14/2022 0:00,2:06:00,7/14/2022,2:25:00,49 Beech Street,38,27,2.5,0,29.5,3.3454214385731498
17583,4310,7/14/2022 0:00,2:07:00,7/14/2022,2:30:00,34 Hillcrest Drive,192,50,0,0,50,4.336934017007012
17584,3401,7/14/2022 0:00,2:08:00,7/14/2022,2:36:00,5 Birch Lane,29,19,5,0,24,5
17585,9547,7/14/2022 0:00,2:08:00,7/14/2022,2:37:00,44 Oak Hill Drive,248,9,5,1.8,12.2,2.817649619566673
17586,2614,7/14/2022 0:00,2:14:00,7/14/2022,2:39:00,40 Brookside Avenue,200,15,5,0,20,2.2737258661888977
17587,8785,7/14/2022 0:00,2:26:00,7/14/2022,2:42:00,13 Fairway Drive,142,27,2.5,5.4,24.1,1.944704690642784
17588,8582,7/14/2022 0:00,2:27:00,7/14/2022,2:43:00,9 Kingston Way,167,9,5,0,14,2.876454702519984
17589,7586,7/14/2022 0:00,2:27:00,7/14/2022,2:46:00,48 Lexington Place,44,24,3,2.4000000000000004,24.6,4.994471954832905
17590,9191,7/14/2022 0:00,2:28:00,7/14/2022,2:49:00,37 Eastwood Drive,202,117,0,23.4,93.6,5
17591,2078,7/14/2022 0:00,2:28:00,7/14/2022,2:50:00,25 Fairview Drive,164,14,5,0,19,2.0216977278597024
17592,3276,7/14/2022 0:00,2:34:00,7/14/2022,2:53:00,51 Sunnyside Avenue,134,9,5,1.8,12.2,4.620579467787378
17593,3929,7/14/2022 0:00,2:34:00,7/14/2022,2:53:00,59 Eastwood Drive,138,51,0,10.2,40.8,4.077246062565799
17594,1356,7/14/2022 0:00,2:39:00,7/14/2022,2:54:00,37 Grant Street,233,6,5,0.6000000000000001,10.4,2.240428192144857
17595,2895,7/14/2022 0:00,2:41:00,7/14/2022,3:06:00,33 Valley View Road,113,9,5,1.8,12.2,2.1997398025092507
17596,2819,7/14/2022 0:00,2:46:00,7/14/2022,3:07:00,38 Chestnut Avenue,14,92,0,9.2,82.8,2.5254502400822103
17597,2584,7/14/2022 0:00,2:49:00,7/14/2022,3:09:00,72 Cedar Terrace,129,6,5,0.6000000000000001,10.4,4.475952806514246
17598,1931,7/14/2022 0:00,2:55:00,7/14/2022,3:10:00,28 Linden Lane,197,10,5,0,15,4.450449990894766
17599,7686,7/14/2022 0:00,2:58:00,7/14/2022,3:15:00,13 Cedar Road,45,3,5,0,8,4.712994874935552
17600,6774,7/14/2022 0:00,3:02:00,7/14/2022,3:24:00,53 Brookdale Place,123,3,5,0,8,4.533863789180071
17601,9128,7/14/2022 0:00,3:03:00,7/14/2022,3:25:00,14 Maplewood Drive,21,27,2.5,5.4,24.1,3.269619151138133
17602,9704,7/14/2022 0:00,3:07:00,7/14/2022,3:27:00,63 Sunnyside Avenue,226,9,5,1.8,12.2,4.802962942079581
17603,7195,7/14/2022 0:00,3:09:00,7/14/2022,3:27:00,40 Oakwood Drive,198,3,5,0,8,1.848905393634696
17604,2605,7/14/2022 0:00,3:09:00,7/14/2022,3:30:00,72 Holly Avenue,95,9,5,0,14,1.8156227497105824
17605,9512,7/14/2022 0:00,3:10:00,7/14/2022,3:30:00,77 Laurel Lane,20,42,0,8.4,33.6,2.966126921817331
17606,2042,7/14/2022 0:00,3:11:00,7/14/2022,3:31:00,21 Ridgeview Drive,108,48,0,9.6,38.4,3.7983797127916032
17607,6923,7/14/2022 0:00,3:12:00,7/14/2022,3:32:00,76 Cherry Hill Road,42,28,2.5,2.8000000000000003,27.7,2.204314730906597
17608,6570,7/14/2022 0:00,3:12:00,7/14/2022,3:33:00,29 Elmwood Terrace,11,18,5,1.8,21.2,2.352813260297781
17609,3113,7/14/2022 0:00,3:13:00,7/14/2022,3:33:00,8 Northview Road,146,6,5,0.6000000000000001,10.4,5
17610,6995,7/14/2022 0:00,3:13:00,7/14/2022,3:38:00,13 Beech Street,14,6,5,0,11,2.59494100530764
17611,6392,7/14/2022 0:00,3:15:00,7/14/2022,3:38:00,30 Northview Road,66,3,5,0,8,3.491018531827675
17612,2336,7/14/2022 0:00,3:16:00,7/14/2022,3:40:00,43 Cedar Street,126,44,0,4.4,39.6,5
17613,83,7/14/2022 0:00,3:18:00,7/14/2022,3:43:00,34 Walnut Avenue,22,24,3,2.4000000000000004,24.6,4.501950227383263
17614,2096,7/14/2022 0:00,3:18:00,7/14/2022,3:43:00,36 Lake Shore Drive,95,19,5,0,24,5
17615,2330,7/14/2022 0:00,3:20:00,7/14/2022,3:45:00,23 Hudson Terrace,18,24,3,2.4000000000000004,24.6,4.605880968552942
17616,8789,7/14/2022 0:00,3:20:00,7/14/2022,3:46:00,58 Meadow Lane,55,16,5,0,21,5
17617,6821,7/14/2022 0:00,3:31:00,7/14/2022,3:51:00,26 Laurel Lane,79,10,5,1,14,4.972685701259909
17618,9014,7/14/2022 0:00,3:31:00,7/14/2022,3:53:00,45 Maplewood Drive,217,24,3,4.800000000000001,22.2,2.7238328794895863
17619,8935,7/14/2022 0:00,3:35:00,7/14/2022,3:59:00,54 Oak Hill Drive,204,32,0,3.2,28.8,4.111230827814755
17620,7940,7/14/2022 0:00,3:47:00,7/14/2022,4:07:00,18 Riverside Drive,147,24,3,4.800000000000001,22.2,4.532879010604595
17621,129,7/14/2022 0:00,3:53:00,7/14/2022,4:11:00,48 Oakwood Lane,169,18,5,3.6,19.4,2.207285424543853
17622,2221,7/14/2022 0:00,3:57:00,7/14/2022,4:16:00,54 Beech Street,73,24,3,4.800000000000001,22.2,2.782033314037352
17623,4440,7/14/2022 0:00,4:00:00,7/14/2022,4:17:00,32 Riverside Drive,137,100,0,10,90,4.5324228301163405
17624,5588,7/14/2022 0:00,4:02:00,7/14/2022,4:27:00,24 Springdale Road,97,10,5,1,14,5
17625,1883,7/14/2022 0:00,4:09:00,7/14/2022,4:31:00,38 Applewood Drive,246,7,5,0,12,4.352489947855244
17626,9702,7/14/2022 0:00,4:10:00,7/14/2022,4:39:00,54 Holly Avenue,27,42,0,8.4,33.6,2.103390948517674
17627,9148,7/14/2022 0:00,4:16:00,7/14/2022,4:40:00,25 Cherry Hill Road,90,34,0,3.4000000000000004,30.6,5
17628,4798,7/14/2022 0:00,4:17:00,7/14/2022,4:40:00,17 Elmwood Terrace,171,12,5,0,17,4.77379374420235
17629,8902,7/14/2022 0:00,4:22:00,7/14/2022,4:42:00,22 Meadow Lane,71,24,3,4.800000000000001,22.2,4.621456490763022
17630,7334,7/14/2022 0:00,4:25:00,7/14/2022,4:47:00,36 Ridgewood Road,150,6,5,0.6000000000000001,10.4,5
17631,3525,7/14/2022 0:00,4:32:00,7/14/2022,4:49:00,79 Lincoln Circle,112,16,5,0,21,5
17632,1927,7/14/2022 0:00,4:37:00,7/14/2022,4:50:00,57 Jefferson Street,210,18,5,1.8,21.2,4.972346794714634
17633,6840,7/14/2022 0:00,4:38:00,7/14/2022,4:54:00,74 Cedar Road,203,6,5,0.6000000000000001,10.4,2.047341394631696
17634,7818,7/14/2022 0:00,4:40:00,7/14/2022,4:58:00,4 Elmwood Place,184,17,5,0,22,5
17635,4364,7/14/2022 0:00,4:44:00,7/14/2022,5:01:00,54 Locust Street,217,20,3,2,21,4.981119806997121
17636,1065,7/14/2022 0:00,4:48:00,7/14/2022,5:09:00,72 Applewood Drive,170,8,5,0.8,12.2,4.997966261276847
17637,1171,7/14/2022 0:00,4:49:00,7/14/2022,5:10:00,2 Grove Street,17,22,3,2.2,22.8,3.900440424001838
17638,3498,7/14/2022 0:00,4:53:00,7/14/2022,5:10:00,41 Beech Street,14,8,5,0,13,3.355971781816614
17639,2375,7/14/2022 0:00,4:56:00,7/14/2022,5:12:00,2 Cedar Road,139,10,5,1,14,3.2788696675665028
17640,3970,7/14/2022 0:00,4:57:00,7/14/2022,5:15:00,65 Fairview Avenue,250,16,5,1.6,19.4,5
17641,7025,7/14/2022 0:00,4:58:00,7/14/2022,5:21:00,53 Beech Street,175,150,0,30,120,3.300267254377526
17642,4531,7/14/2022 0:00,5:04:00,7/14/2022,5:23:00,52 Ashland Avenue,36,12,5,0,17,4.890343873089158
17643,7670,7/14/2022 0:00,5:05:00,7/14/2022,5:28:00,28 Willow Street,177,69,0,13.8,55.2,5
17644,1013,7/14/2022 0:00,5:09:00,7/14/2022,5:33:00,40 Highland Drive,83,42,0,8.4,33.6,4.204767779042101
17645,3424,7/14/2022 0:00,5:11:00,7/14/2022,5:34:00,18 Maple Avenue,13,14,5,1.4,17.6,5
17646,4510,7/14/2022 0:00,5:12:00,7/14/2022,5:43:00,42 Forest Avenue,63,36,0,7.2,28.8,5
17647,2639,7/14/2022 0:00,5:14:00,7/14/2022,5:45:00,55 Ridgeview Drive,240,24,3,2.4000000000000004,24.6,4.552788563979535
17648,1544,7/14/2022 0:00,5:15:00,7/14/2022,5:46:00,58 Linden Lane,27,144,0,28.8,115.2,4.407514731223795
17649,4863,7/14/2022 0:00,5:22:00,7/14/2022,5:51:00,61 Lincoln Avenue,179,28,2.5,2.8000000000000003,27.7,5
17650,3388,7/14/2022 0:00,5:22:00,7/14/2022,5:52:00,42 Oakwood Drive,122,12,5,1.2000000000000002,15.8,4.690548857706677
17651,3329,7/14/2022 0:00,5:34:00,7/14/2022,5:53:00,6 Hickory Lane,238,6,5,0.6000000000000001,10.4,4.553992192506151
17652,2100,7/14/2022 0:00,5:36:00,7/14/2022,5:53:00,65 Jefferson Lane,36,36,0,7.2,28.8,4.787659568733227
17653,1365,7/14/2022 0:00,5:40:00,7/14/2022,5:54:00,12 Jefferson Avenue,221,50,0,0,50,2.1028278835321115
17654,6787,7/14/2022 0:00,5:41:00,7/14/2022,5:56:00,40 Pineview Lane,123,36,0,7.2,28.8,5
17655,9620,7/14/2022 0:00,5:42:00,7/14/2022,6:03:00,51 Linden Avenue,39,24,3,4.800000000000001,22.2,4.2138798437080105
17656,4129,7/14/2022 0:00,5:49:00,7/14/2022,6:12:00,20 Beechwood Avenue,248,3,5,0,8,5
17657,905,7/14/2022 0:00,5:50:00,7/14/2022,6:13:00,61 Magnoli,48,9,5,0,14,2.953668455898001
17658,6958,7/14/2022 0:00,5:50:00,7/14/2022,6:17:00,38 Fairmount Road,248,16,5,1.6,19.4,4.1238485387234345
17659,6690,7/14/2022 0:00,5:51:00,7/14/2022,6:18:00,6 Hillcrest Avenue,157,15,5,0,20,2.009466934592929
17660,4785,7/14/2022 0:00,5:56:00,7/14/2022,6:18:00,67 Vineyard Drive,28,100,0,10,90,2.788443590440273
17661,7001,7/14/2022 0:00,5:58:00,7/14/2022,6:20:00,45 Fairmount Road,91,20,3,0,23,1.9067771361791608
17662,9771,7/14/2022 0:00,6:01:00,7/14/2022,6:21:00,45 Brookside Avenue,214,147,0,29.4,117.6,5
17663,8852,7/14/2022 0:00,6:12:00,7/14/2022,6:27:00,43 Belmont Avenue,94,18,5,1.8,21.2,5
17664,2401,7/14/2022 0:00,6:13:00,7/14/2022,6:32:00,2 Greenfield Terrace,144,66,0,13.2,52.8,4.862837882184687
17665,6274,7/14/2022 0:00,6:13:00,7/14/2022,6:37:00,2 Meadow Lane,166,48,0,9.6,38.4,2.024958490425889
17666,8203,7/14/2022 0:00,6:15:00,7/14/2022,6:38:00,40 Elmwood Place,39,18,5,3.6,19.4,4.563269805811515
17667,494,7/14/2022 0:00,6:21:00,7/14/2022,6:42:00,67 Walnut Street,121,18,5,1.8,21.2,1.9692271945141655
17668,9150,7/14/2022 0:00,6:26:00,7/14/2022,6:43:00,72 Willow Lane,41,20,3,0,23,3.5640179614543857
17669,1917,7/14/2022 0:00,6:29:00,7/14/2022,6:50:00,1 Pineview Drive,145,30,0,3,27,2.041680537995588
17670,4505,7/14/2022 0:00,6:30:00,7/14/2022,6:54:00,74 Jefferson Street,213,32,0,3.2,28.8,5
17671,8636,7/14/2022 0:00,6:40:00,7/14/2022,6:57:00,26 Pineview Road,249,36,0,7.2,28.8,2.773114928934084
17672,7663,7/14/2022 0:00,6:40:00,7/14/2022,7:09:00,52 Grove Street,50,9,5,1.8,12.2,2.975949224238087
17673,6251,7/14/2022 0:00,6:54:00,7/14/2022,7:19:00,73 Glenwood Avenue,219,33,0,6.6000000000000005,26.4,4.801943473408549
17674,8110,7/14/2022 0:00,6:55:00,7/14/2022,7:21:00,57 Forest Drive,224,16,5,1.6,19.4,4.642613470166415
17675,9189,7/14/2022 0:00,7:04:00,7/14/2022,7:23:00,39 Beechwood Road,187,16,5,0,21,4.9335346048862725
17676,5612,7/14/2022 0:00,7:09:00,7/14/2022,7:40:00,69 Prospect Avenue,191,6,5,0,11,3.8809684983027113
17677,5165,7/14/2022 0:00,7:22:00,7/14/2022,7:44:00,19 Oak Hill Drive,43,15,5,0,20,4.399445385106324
17678,3948,7/14/2022 0:00,7:31:00,7/14/2022,7:48:00,59 Jefferson Lane,56,9,5,1.8,12.2,5
17679,2354,7/14/2022 0:00,7:35:00,7/14/2022,7:58:00,23 Maplewood Drive,104,38,0,0,38,2.079739612579151
17680,4376,7/14/2022 0:00,7:36:00,7/14/2022,7:59:00,31 Grant Avenue,89,36,0,0,36,1.9859259453945453
17681,1198,7/14/2022 0:00,7:45:00,7/14/2022,8:01:00,51 Beechwood Road,128,27,2.5,0,29.5,5
17682,7286,7/14/2022 0:00,7:47:00,7/14/2022,8:05:00,67 Lincoln Avenue,190,9,5,1.8,12.2,3.946940073543409
17683,6461,7/14/2022 0:00,7:48:00,7/14/2022,8:10:00,69 Sycamore Street,103,30,0,3,27,2.0335254068566124
17684,112,7/14/2022 0:00,7:49:00,7/14/2022,8:11:00,44 Maple Avenue,130,22,3,2.2,22.8,1.937052832674972
17685,3981,7/14/2022 0:00,7:50:00,7/14/2022,8:13:00,67 Cedar Lane,11,10,5,1,14,4.233844843271859
17686,8055,7/14/2022 0:00,7:53:00,7/14/2022,8:15:00,71 Beech Street,125,10,5,0,15,3.948399412620919
17687,2509,7/14/2022 0:00,7:56:00,7/14/2022,8:16:00,20 Applewood Drive,186,30,0,6,24,4.085064079898107
17688,28,7/14/2022 0:00,7:57:00,7/14/2022,8:19:00,32 Woodbine Street,88,16,5,1.6,19.4,3.249141247962616
17689,295,7/14/2022 0:00,7:58:00,7/14/2022,8:20:00,33 Pineview Lane,73,14,5,0,19,3.4775767931022
17690,2836,7/14/2022 0:00,8:03:00,7/14/2022,8:21:00,43 Maplewood Drive,218,18,5,3.6,19.4,4.3244858801497
